Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;10.МДК;11.Розн.3;01.Базовая цена;01.Базовая ценаПЛЮС100;Вид номенклатуры;Вид номенклатуры (НОВЫЙ);Дата первого прихода;Код цены;Кол-во в упак.;Конструктив;Материал изг.;Отделка;Подвид;Подвид (НОВЫЙ);Послеобрезной формат;Текст внутри;Формат открытки;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
b6c5526f-2cc2-11e2-9095-00259035dda9;58.52.019;Ваза красная 'Зебра';Ваза красная 'Зебра';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.52.019.jpg;;392;46,61;30,5;16;32;Оформительская продукция (ОФО);Ваза;2013.02.20;617;1;ваза;ПВХ;без отделки;ваза;Без надписи;27х12 см;нет;ув. малый;ЗАО 'ГК Горчаков';Вазы;Товары для праздника;;
ed70ea9f-ac0a-11e2-b113-00259035dda9;58.54.007;Свадебная статуэтка-держатель 'Голуби';Свадебная статуэтка-держатель 'Голуби';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.54.007.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.54.007.back.jpg;1424;114,46;110;87,1;174,2;Оформительская продукция (ОФО);Украшение;2013.08.16;635;1;на подставке;полистоун;без отделки;статуэтка;Свадьба и Венчание;6,5х4,5х12 см;нет;малый;ЗАО 'ГК Горчаков';Фигурки, статуэтки-держатели;Свадьба;;
ed70ea93-ac0a-11e2-b113-00259035dda9;58.54.001;Сувенир-сердце 'Совет да любовь';Сувенир-сердце 'Совет да любовь';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.54.001.jpg;;4455;;152,2;60;120;Оформительская продукция (ОФО);Подвеска;2013.08.16;640;1;на присоске;плюш, синтепон;без отделки;подвеска;Свадьба и Венчание;20х17 см;нет;ув. малый;ЗАО 'ГК Горчаков';Сердца;Ленты, текстиль;Свадьба;
ed70ea99-ac0a-11e2-b113-00259035dda9;58.54.004;Сувенир-сердце 'Здесь живет невеста';Сувенир-сердце 'Здесь живет невеста';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.54.004.jpg;;4429;;152,2;60;120;Оформительская продукция (ОФО);Подвеска;2013.08.16;640;1;на присоске;плюш, синтепон;без отделки;подвеска;Свадьба и Венчание;20х17 см;нет;ув. малый;ЗАО 'ГК Горчаков';Сердца;Ленты, текстиль;Свадьба;
ed70ea95-ac0a-11e2-b113-00259035dda9;58.54.002;Сувенир-сердце 'С днем свадьбы!';Сувенир-сердце 'С днем свадьбы!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.54.002.jpg;;4502;;152,2;60;120;Оформительская продукция (ОФО);Подвеска;2013.08.16;640;1;на присоске;плюш, синтепон;без отделки;подвеска;Свадьба и Венчание;20х17 см;нет;ув. малый;ЗАО 'ГК Горчаков';Сердца;Ленты, текстиль;Свадьба;
2e614362-49a4-11e2-9095-00259035dda9;53.61.110;Лента 'Выпускник';Лента 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.110.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.110.back.jpg;4820;48,97;37,2;28,8;57,6;Оформительская продукция (ОФО);Лента;2013.01.30;618;10;одинарная;шелк, фольга;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Выпускной;Ленты нагрудные;Школьный;Ленты, текстиль
2e61436a-49a4-11e2-9095-00259035dda9;53.61.114;Лента 'Выпускник';Лента 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.114.jpg;;800;48,97;37,2;28,8;57,6;Оформительская продукция (ОФО);Лента;2013.01.30;618;10;одинарная;шелк, фольга;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Выпускной;Ленты нагрудные;Школьный;Ленты, текстиль
b1b247e1-49af-11e2-9095-00259035dda9;53.62.018;Бутоньерка 'Выпускник';Бутоньерка 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.018.jpg;;55;178,77;193,9;157,9;315,8;Оформительская продукция (ОФО);Украшение;2013.02.26;647;1;бутоньерка;атлас, капрон, бусина, булавка;без отделки;аксессуар из текстиля;Окончание года;12х17 см;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки;Школьный;Ленты, текстиль;
b1b247e3-49af-11e2-9095-00259035dda9;53.62.019;Бутоньерка 'Выпускник детского сада';Бутоньерка 'Выпускник детского сада';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.019.jpg;;160;178,77;193,9;157,9;315,8;Оформительская продукция (ОФО);Украшение;2013.03.21;647;1;бутоньерка;атлас, капрон, бусина, булавка;без отделки;аксессуар из текстиля;Окончание года;12х17 см;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки;Школьный;Ленты, текстиль;
5e94f65d-4957-11e4-8c38-00259035dda9;53.61.152;Лента 'Выпускник' (Российская символика);Лента 'Выпускник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.152.jpg;;3796;69,03;60,9;45,3;90,6;Оформительская продукция (ОФО);Лента;2014.11.27;623;1;лента;шелк, фольга;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Ленты нагрудные;Школьный;Ленты, текстиль;
01a6058c-6c05-11e0-94ea-003048d2b1c5;53.61.050;Лента 'Первоклассник';Лента 'Первоклассник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.050.jpg;;210;69,03;60,9;51,5;103;Оформительская продукция (ОФО);Лента;2011.05.18;623;10;лента;атлас, фольга;фольга;лента;Начало года;длина - 1 м 65 см, ширина - 7 см;нет;лента;ЗАО 'ГК Горчаков';Ленты нагрудные;Школьный;Ленты, текстиль;
288c89ae-e356-11e4-9e30-00259035dda9;53.61.178;Лента 'Первоклассник' (Российская символика);Лента 'Первоклассник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.178.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.178.back.jpg;778;69,03;60,9;51,5;103;Оформительская продукция (ОФО);Лента;2015.05.05;623;1;не определен;шелк;фольга;лента;Начало года;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Ленты нагрудные;Школьный;Ленты, текстиль;
f270a0b3-e401-11e4-9e30-00259035dda9;54.62.070;Бутоньерка 'Подруга невесты';Бутоньерка 'Подруга невесты';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.070.jpg;;201;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Свадебный;Ленты, текстиль;
f270a0c1-e401-11e4-9e30-00259035dda9;54.62.071;Бутоньерка 'Подруга невесты';Бутоньерка 'Подруга невесты';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.071.jpg;;132;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Свадебный;Ленты, текстиль;
f270a0cf-e401-11e4-9e30-00259035dda9;54.62.072;Бутоньерка 'Подружка невесты';Бутоньерка 'Подружка невесты';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.072.jpg;;23;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Свадебный;Ленты, текстиль;
123aada5-e40d-11e4-9e30-00259035dda9;54.62.076;Бутоньерка 'Лучшая свекровь';Бутоньерка 'Лучшая свекровь';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.076.jpg;;137;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Ленты, текстиль;Свадьба;
f270a0c1-e401-11e4-9e30-00259035dda9;54.62.071;Бутоньерка 'Подруга невесты';Бутоньерка 'Подруга невесты';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.071.jpg;;132;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Ленты, текстиль;Свадьба;
f270a0cf-e401-11e4-9e30-00259035dda9;54.62.072;Бутоньерка 'Подружка невесты';Бутоньерка 'Подружка невесты';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.072.jpg;;23;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Ленты, текстиль;Свадьба;
123aad7b-e40d-11e4-9e30-00259035dda9;54.62.073;Бутоньерка 'Подружка невесты';Бутоньерка 'Подружка невесты';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.073.jpg;;206;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Ленты, текстиль;Свадьба;
d603a2ca-526e-11e6-80be-ac162d84fef7;51.54.349;Сувенирная ложка 'С днем рождения!';Сувенирная ложка 'С днем рождения!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.349.jpg;;1000;151,04;154,9;110;220;Оформительская продукция (ОФО);Ложка;2016.09.02;643;1;ложка;нержавеющая сталь;блестки в лаке;ложка;Прочие надписи;длина 14,5 см;есть;малый;ЗАО 'ГК Горчаков';Ложки сувенирные;;;
d603a302-526e-11e6-80be-ac162d84fef7;51.54.353;Сувенирная ложка 'Золотой человек';Сувенирная ложка 'Золотой человек';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.353.jpg;;1202;151,04;154,9;110;220;Оформительская продукция (ОФО);Ложка;2016.09.02;643;1;ложка;нержавеющая сталь;блестки в лаке;ложка;Прочие надписи;длина 14,5 см;есть;малый;ЗАО 'ГК Горчаков';Ложки сувенирные;;;
c690c0bf-526f-11e6-80be-ac162d84fef7;51.54.357;Счастливая ложка;Счастливая ложка;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.357.jpg;;876;151,04;154,9;110;220;Оформительская продукция (ОФО);Ложка;2016.09.02;643;1;ложка;нержавеющая сталь;блестки в лаке;ложка;Прочие надписи;длина 14,5 см;есть;малый;ЗАО 'ГК Горчаков';Ложки сувенирные;;;
8d9c05b0-cf26-11e5-882c-00259035dda9;51.54.310;Ложка-талисман 'На счастье и процветание!';Ложка-талисман 'На счастье и процветание!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.310.jpg;;132;151,04;154,9;110;220;Оформительская продукция (ОФО);Ложка;2016.03.18;643;1;ложка;нержавеющая сталь;блестки в лаке;ложка;Талисман;длина 14,5 см;есть;малый;ЗАО 'ГК Горчаков';Ложки сувенирные;;;
585baf3d-cf27-11e5-882c-00259035dda9;51.54.321;Ложка на счастье 'Для хорошего настроения!';Ложка на счастье 'Для хорошего настроения!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.321.jpg;;257;151,04;154,9;110;220;Оформительская продукция (ОФО);Ложка;2016.03.18;643;1;ложка;нержавеющая сталь;блестки в лаке;ложка;Прочие надписи;длина 14,5 см;есть;малый;ЗАО 'ГК Горчаков';Ложки сувенирные;;;
ef6eb2c8-b646-11e3-a264-00259035dda9;51.54.210;Именная ложка для того, чье имя Игорь;Именная ложка для того, чье имя Игорь;шт;Ложка;;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.210.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.210.back.jpg;630;151,04;154,9;110;220;Ложка;Ложка;2014.04.29;643;1;ложка;нержавеющая сталь;фольга;чайная;Адресная;длина 14,5 см;есть;малый;ЗАО 'ГК Горчаков';Ложки сувенирные;;;
ef6eb2d6-b646-11e3-a264-00259035dda9;51.54.211;Именная ложка для того, чье имя Владимир;Именная ложка для того, чье имя Владимир;шт;Ложка;;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.211.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.211.back.jpg;205;151,04;154,9;110;220;Ложка;Ложка;2014.04.29;643;1;ложка;нержавеющая сталь;фольга;чайная;Адресная;длина 14,5 см;есть;малый;ЗАО 'ГК Горчаков';Ложки сувенирные;;;
eba63e36-7c3b-11e3-a263-00259035dda9;51.52.073;Диплом самой лучшей свекрови;Диплом самой лучшей свекрови;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.073.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.073.back.jpg;901;91,45;80,4;59,8;119,6;Оформительская продукция (ОФО);Адресная папка;2014.02.03;629;10;двойная;картон;ламинация, фольга;адресная папка;Прочие надписи;110х160;есть;грамота А5 (мини-грамота);ЗАО 'ГК Горчаков';Дипломы адресные;Адресные, Поздравительные;Папки, свидетельства, дипломы, книги пожеланий;
0432f086-b129-11e4-9e30-00259035dda9;51.52.150;Диплом идеальной и любимой жены;Диплом идеальной и любимой жены;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.150.jpg;;1168;91,45;80,4;59,8;119,6;Оформительская продукция (ОФО);Адресная папка;2015.07.07;629;10;не определен;картон;ламинация, фольга;адресная папка;Адресные;110х160;текст, подсказ;малый;ЗАО 'ГК Горчаков';Дипломы адресные;Адресные, Поздравительные;Папки, свидетельства, дипломы, книги пожеланий;
630133f0-b129-11e4-9e30-00259035dda9;51.52.153;Диплом мудрого и любящего деда;Диплом мудрого и любящего деда;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.153.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.153.back.jpg;332;91,45;80,4;59,8;119,6;Оформительская продукция (ОФО);Адресная папка;2015.04.20;629;10;не определен;картон;ламинация, фольга;адресная папка;Адресные;110х160;текст, подсказ;малый;ЗАО 'ГК Горчаков';Дипломы адресные;Адресные, Поздравительные;Папки, свидетельства, дипломы, книги пожеланий;
b434fbf2-b129-11e4-9e30-00259035dda9;51.52.160;Диплом дорогой руководительницы, умеющей ценить время!;Диплом дорогой руководительницы, умеющей ценить время!;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.160.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.160.back.jpg;529;91,45;80,4;59,8;119,6;Оформительская продукция (ОФО);Адресная папка;2015.03.11;629;10;не определен;;ламинация, фольга;адресная папка;Адресные;110х160;текст, подсказ;малый;ЗАО 'ГК Горчаков';Дипломы адресные;Адресные, Поздравительные;Папки, свидетельства, дипломы, книги пожеланий;
7589a8c6-b12a-11e4-9e30-00259035dda9;51.52.166;Диплом дорогого, любимого, единственного;Диплом дорогого, любимого, единственного;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.166.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.166.back.jpg;402;91,45;80,4;59,8;119,6;Оформительская продукция (ОФО);Адресная папка;2015.09.30;629;10;не определен;картон;ламинация, фольга;адресная папка;Адресные;110х160;текст, подсказ;малый;ЗАО 'ГК Горчаков';Дипломы адресные;Адресные, Поздравительные;Папки, свидетельства, дипломы, книги пожеланий;
a6b8aa3e-a26a-11e5-882c-00259035dda9;53.52.050;Диплом любимого и уважаемого учителя;Диплом любимого и уважаемого учителя;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.52.050.jpg;;1468;91,45;80,4;59,8;119,6;Оформительская продукция (ОФО);Адресная папка;2016.01.18;629;10;не определен;картон;ламинация, фольга;адресная папка;Учителю / воспитателю;80х110;текст, подсказ;малый;ЗАО 'ГК Горчаков';Дипломы адресные;Адресные, Поздравительные;Папки, свидетельства, дипломы, книги пожеланий;
54e0ba7d-7c3c-11e3-a263-00259035dda9;51.52.075;Диплом самой лучшей невестки;Диплом самой лучшей невестки;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.075.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.52.075.back.jpg;1751;91,45;80,4;59,8;119,6;Оформительская продукция (ОФО);Адресная папка;2014.02.03;629;10;двойная;картон;ламинация, фольга;адресная папка;Прочие надписи;110х160;есть;грамота А5 (мини-грамота);ЗАО 'ГК Горчаков';Дипломы адресные;Адресные, Поздравительные;Папки, свидетельства, дипломы, книги пожеланий;
ed70ea97-ac0a-11e2-b113-00259035dda9;58.54.003;Сувенир-сердце 'Желаем счастья';Сувенир-сердце 'Желаем счастья';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.54.003.jpg;;4405;;152,2;60;120;Оформительская продукция (ОФО);Подвеска;2013.08.16;640;1;на присоске;плюш, синтепон;без отделки;подвеска;Свадьба и Венчание;20х17 см;нет;ув. малый;ЗАО 'ГК Горчаков';Сердца;Ленты, текстиль;Свадьба;
ed70ea9d-ac0a-11e2-b113-00259035dda9;58.54.006;Сувенир-сердце 'Молодожены';Сувенир-сердце 'Молодожены';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.54.006.jpg;;4501;;152,2;60;120;Оформительская продукция (ОФО);Подвеска;2013.08.16;640;1;на присоске;плюш, синтепон;без отделки;подвеска;Свадьба и Венчание;20х17 см;нет;ув. малый;ЗАО 'ГК Горчаков';Сердца;Ленты, текстиль;Свадьба;
ed70ea9b-ac0a-11e2-b113-00259035dda9;58.54.005;Сувенир-сердце 'Горько!';Сувенир-сердце 'Горько!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/58/58.54.005.jpg;;4537;;152,2;60;120;Оформительская продукция (ОФО);Подвеска;2013.08.16;640;1;на присоске;плюш, синтепон;без отделки;подвеска;Свадьба и Венчание;20х17 см;нет;ув. малый;ЗАО 'ГК Горчаков';Сердца;Ленты, текстиль;Свадьба;
b1b247dd-49af-11e2-9095-00259035dda9;53.62.016;Браслет 'Выпускница';Браслет 'Выпускница';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.016.jpg;;234;148,68;163;113,4;226,8;Оформительская продукция (ОФО);Украшение;2013.03.27;644;1;браслет;фатин, атлас;без отделки;аксессуар из текстиля;Окончание года;длина ленты - 65 см, фатин - 13х6 см, бант - 4х14 см;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки;Школьный;Ленты, текстиль;
0cd868c5-21c3-11e2-9095-00259035dda9;53.61.094;Лента 'Выпускница';Лента 'Выпускница';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.094.jpg;;2519;48,97;37,2;28,8;57,6;Оформительская продукция (ОФО);Лента;2012.11.16;618;10;одинарная;шелк, фольга;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Выпускной;Ленты нагрудные;Школьный;Ленты, текстиль
dc972024-4937-11e4-8c38-00259035dda9;53.61.150;Лента 'Выпускник начальной школы';Лента 'Выпускник начальной школы';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.150.jpg;;3575;48,97;42,3;32,2;64,4;Оформительская продукция (ОФО);Лента;2014.11.19;620;1;лента;шелк, фольга;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Выпускной;Ленты нагрудные;Школьный;Ленты, текстиль
c3929358-6070-11e5-882c-00259035dda9;53.61.222;Лента 'Выпускник детского сада';Лента 'Выпускник детского сада';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.222.back.jpg;3196;48,97;42,3;32,2;64,4;Оформительская продукция (ОФО);Лента;2015.10.28;620;1;не определен;шелк;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Выпускной;Ленты нагрудные;Школьный;Ленты, текстиль
5ae92e78-e369-11e4-9e30-00259035dda9;53.61.181;Лента 'Первоклассник';Лента 'Первоклассник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.181.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.181.back.jpg;2831;48,97;42,3;36,6;73,2;Оформительская продукция (ОФО);Лента;2015.05.07;620;1;не определен;шелк;фольга;лента;Начало года;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';1 сентября;Ленты нагрудные;Школьный;Ленты, текстиль
dc972016-4937-11e4-8c38-00259035dda9;53.61.149;Лента 'Выпускник детского сада';Лента 'Выпускник детского сада';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.149.jpg;;5096;48,97;42,3;32,2;64,4;Оформительская продукция (ОФО);Лента;2014.11.19;620;1;лента;шелк, фольга;фольга;лента;Детский сад;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Выпускной;Ленты нагрудные;Школьный;Ленты, текстиль
f270a0b3-e401-11e4-9e30-00259035dda9;54.62.070;Бутоньерка 'Подруга невесты';Бутоньерка 'Подруга невесты';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.070.jpg;;201;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Ленты, текстиль;Свадьба;
123aad89-e40d-11e4-9e30-00259035dda9;54.62.074;Бутоньерка 'Почетная гостья';Бутоньерка 'Почетная гостья';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.074.jpg;;425;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Ленты, текстиль;Свадьба;
123aad97-e40d-11e4-9e30-00259035dda9;54.62.075;Бутоньерка 'Лучшая теща';Бутоньерка 'Лучшая теща';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.62.075.jpg;;109;;100,5;67;134;Оформительская продукция (ОФО);Аксессуар;2015.05.22;326;1;бутоньерка;атлас, искусственные цветы, бусины, булавка;без отделки;аксессуар из текстиля;Свадьба и Венчание;100х216;нет;малый;ЗАО 'ГК Горчаков';Браслеты, бутоньерки, банты;Ленты, текстиль;Свадьба;
e3f49822-887d-11e5-882c-00259035dda9;51.54.295;Обложка 'Россия - это сила!';Обложка 'Россия - это сила!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.295.jpg;;1504;;133,4;84,2;168,4;Оформительская продукция (ОФО);Обложка;2015.12.29;334;1;не определен;ПВХ;ПВХ;обложка;Обложка на паспорт;96х133;нет;малый;ЗАО 'ГК Горчаков';23 февраля;;;
e3f49814-887d-11e5-882c-00259035dda9;51.54.294;Обложка 'Российский паспорт' (Российская символика);Обложка 'Российский паспорт' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.294.jpg;;1574;;133,4;84,2;168,4;Оформительская продукция (ОФО);Обложка;2015.12.29;334;1;не определен;ПВХ;ПВХ;обложка;Обложка на паспорт;96х133;нет;малый;ЗАО 'ГК Горчаков';23 февраля;;;
e3f49814-887d-11e5-882c-00259035dda9;51.54.294;Обложка 'Российский паспорт' (Российская символика);Обложка 'Российский паспорт' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.294.jpg;;1574;;133,4;84,2;168,4;Оформительская продукция (ОФО);Обложка;2015.12.29;334;1;не определен;ПВХ;ПВХ;обложка;Обложка на паспорт;96х133;нет;малый;ЗАО 'ГК Горчаков';Официальная символика РФ;;;
